paint,skull,a painting of a skull sits on a table
paint,background,The black background of a slightly worn paintwork 
paint,vase,a painting of a flower in a vase sits on a table
paint,clock,a painting of an old fashioned hourglass sits on a table
paint,paint,a painting of a skull sits on a table next to a hourglass and a vase with a flower
